"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-09-15 ~ 2026-09-14"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 도로명주소"
"시도 : 서울특별시"
"시군구 : 전체"
"도로명 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)"
"16409","서울특별시 강서구 가양동","1480-5","1480","0005","이스타빌1차","월세","30.2400","202606","27","1,000","60","3","2002","양천로57길 10-20","202607~202707","신규","-","",""
"16410","서울특별시 마포구 상암동","1596","1596","0000","상암DMC푸르지오시티, S-City","월세","17.6800","202606","27","2,000","72","16","2017","월드컵북로54길 25","202606~202706","신규","-","",""
"16411","서울특별시 마포구 상암동","1597","1597","0000","사보이시티디엠씨","월세","21.6500","202606","27","1,000","75","15","2016","월드컵북로54길 17","202607~202707","신규","-","",""
"16412","서울특별시 강서구 화곡동","24-92","0024","0092","아덴하임","월세","26.6300","202606","27","1,000","85","13","2020","화곡로 238","202607~202707","갱신","-","1,000","85"
"16413","서울특별시 강서구 화곡동","1073-9","1073","0009","거영오피스텔","월세","27.6400","202606","27","1,000","62","8","2007","화곡로 140","202607~202807","신규","-","",""
"16414","서울특별시 강서구 화곡동","981-3","0981","0003","엠제이타운","월세","28.2400","202606","27","5,500","80","10","2020","화곡로 288","202608~202808","신규","-","",""
"16415","서울특별시 강서구 염창동","266-8","0266","0008","시원트레벨","월세","86.1200","202606","27","15,000","100","4","2003","공항대로65길 69-10","202608~202808","신규","-","",""
"16416","서울특별시 강서구 염창동","250-4","0250","0004","시그니쳐스위트","월세","29.7300","202606","27","36,000","30","3","2022","양천로73가길 46","202607~202807","신규","-","",""
"16417","서울특별시 강서구 화곡동","1064","1064","0000","한양 더챔버","전세","52.6700","202606","27","42,000","0","7","2024","강서로 174","202608~202808","신규","-","",""
"16418","서울특별시 마포구 노고산동","1-21","0001","0021","신촌 G&P NINE","월세","35.7200","202606","27","30,000","5","6","2020","신촌로 142","202608~202808","신규","-","",""
"16419","서울특별시 강서구 화곡동","905-11","0905","0011","브릴리언트 화곡","월세","29.2900","202606","27","1,000","115","4","2022","강서로5가길 37-5","202606~202706","신규","-","",""
"16420","서울특별시 강서구 화곡동","899-13","0899","0013","드림시드 아파트","전세","38.4600","202606","27","20,460","0","3","2017","강서로7길 20-10","202607~202807","신규","-","",""
"16421","서울특별시 강서구 화곡동","900-47","0900","0047","센트럴파크아파트","월세","25.4300","202606","27","100","60","7","2021","강서로7길 52-12","202607~202610","신규","-","",""
"16422","서울특별시 강서구 화곡동","938-11","0938","0011","리치A110","월세","31.1600","202606","27","20,000","20","15","2026","월정로20길 9","202608~202808","신규","-","",""
"16423","서울특별시 강서구 화곡동","24-138","0024","0138","토석아네스아파트","전세","43.8400","202606","27","14,000","0","3","2012","화곡로42가길 30","202608~202808","신규","-","",""
"16424","서울특별시 마포구 창전동","149-1","0149","0001","동원 스위트뷰","월세","16.5600","202606","27","11,400","10","7","2014","서강로 30","202607~202807","갱신","-","11,400","0"
"16425","서울특별시 마포구 성산동","592-5","0592","0005","상암 우남퍼스트빌스타","월세","16.7900","202606","27","1,000","75","3","2017","모래내로 5","202606~202706","신규","-","",""
"16426","서울특별시 마포구 성산동","593-7","0593","0007","마포상암시티프라디움리버","월세","17.0200","202606","27","2,000","83","8","2021","모래내로1길 4","202609~202809","신규","-","",""
"16427","서울특별시 마포구 성산동","590-4","0590","0004","KCC상암스튜디오380","월세","20.3500","202606","27","5,000","56","12","2014","모래내로1길 20","202607~202707","갱신","사용","5,000","53"
"16428","서울특별시 마포구 서교동","354-9","0354","0009","노벨리아 서교","월세","18.0000","202606","27","20,400","11","8","2018","홍익로5길 30","202606~202706","갱신","-","20,400","11"
"16429","서울특별시 마포구 성산동","593-5","0593","0005","상암미르웰한올림","월세","16.3600","202606","27","1,000","83","3","2018","모래내로3길 11","202608~202708","신규","-","",""
"16430","서울특별시 마포구 성산동","590-5","0590","0005","상암월드시티","월세","19.8100","202606","27","4,300","55","15","2014","월드컵로34길 13","202608~202708","갱신","-","3,800","55"
"16431","서울특별시 마포구 성산동","592-2","0592","0002","태림센트윈Ⅱ","월세","25.8700","202606","27","3,000","135","9","2021","월드컵로34길 6","202607~202707","갱신","-","3,000","133"
"16432","서울특별시 마포구 성산동","593-3","0593","0003","동우 자인채 스토리 상암","월세","16.5400","202606","27","14,000","9","15","2018","월드컵로34길 20","202608~202808","갱신","-","14,000","6"
"16433","서울특별시 마포구 성산동","590-5","0590","0005","상암월드시티","월세","16.5200","202606","27","1,000","65","14","2014","월드컵로34길 13","202607~202707","신규","-","",""
"16434","서울특별시 마포구 성산동","593-1","0593","0001","벽산상암스마트큐브","월세","26.0000","202606","27","3,000","81","11","2017","월드컵로34길 14","202607~202707","갱신","-","3,000","76"
"16435","서울특별시 마포구 성산동","593-2","0593","0002","상암 수린나 오피스텔","월세","17.5500","202606","27","1,000","76","5","2018","월드컵로34길 18","202608~202708","신규","-","",""
"16436","서울특별시 마포구 성산동","590-5","0590","0005","상암월드시티","월세","16.5200","202606","27","2,500","51","6","2014","월드컵로34길 13","202607~202707","갱신","-","2,000","51"
"16437","서울특별시 마포구 성산동","590-1","0590","0001","상암 두산위브센티움","월세","23.6900","202606","27","1,000","85","3","2013","월드컵로36길 14","202607~202707","신규","-","",""
"16438","서울특별시 강서구 화곡동","24-39","0024","0039","자하클래식","전세","15.8800","202606","27","11,700","0","9","2018","화곡로 262","202606~202806","갱신","사용","12,300","0"
"16439","서울특별시 강서구 가양동","187-7","0187","0007","플래티노","월세","17.2400","202606","27","1,000","65","10","2020","양천로49길 34","202606~202706","신규","-","",""
"16440","서울특별시 강서구 가양동","257-1","0257","0001","마곡보타닉투웨니퍼스트","전세","28.3300","202606","27","23,415","0","4","2020","양천로47길 12","202608~202808","신규","-","",""
"16441","서울특별시 강서구 화곡동","779-9","0779","0009","씨앤케이","월세","28.9800","202606","27","5,000","100","2","2018","곰달래로 262","202608~202808","신규","-","",""
"16442","서울특별시 강서구 화곡동","981-1","0981","0001","서광프리메라","월세","80.5800","202606","27","4,000","145","4","2006","화곡로 292","202606~202806","신규","-","",""
"16443","서울특별시 양천구 신정동","319","0319","0000","우림필유","전세","81.6200","202606","27","69,500","0","12","2004","목동서로 295","202608~202808","신규","-","",""
"16444","서울특별시 강서구 등촌동","637-27","0637","0027","유원더블레스","전세","21.0000","202606","27","21,900","0","5","2020","화곡로66길 87","202607~202807","신규","-","",""
"16445","서울특별시 강서구 등촌동","656","0656","0000","경동미르웰한올림","전세","16.1900","202606","27","12,000","0","5","2016","화곡로64길 2","202607~202807","신규","-","",""
"16446","서울특별시 강서구 등촌동","656","0656","0000","경동미르웰한올림","월세","16.1900","202606","27","4,200","53","5","2016","화곡로64길 2","202607~202707","신규","-","",""
"16447","서울특별시 강서구 등촌동","656","0656","0000","경동미르웰한올림","월세","16.3900","202606","27","700","70","3","2016","화곡로64길 2","202606~202706","신규","-","",""
"16448","서울특별시 강서구 등촌동","633-24","0633","0024","등촌동 Y HAUS 오피스텔","전세","28.3000","202606","27","24,500","0","4","2020","공항대로59다길 39","202608~202808","신규","-","",""
"16449","서울특별시 강서구 등촌동","633-24","0633","0024","등촌동 Y HAUS 오피스텔","전세","28.3000","202606","27","24,500","0","4","2020","공항대로59다길 39","202608~202808","신규","-","",""
"16450","서울특별시 강서구 등촌동","649-13","0649","0013","메종드NK","월세","36.6200","202606","27","5,000","120","6","2021","공항대로57길 26","202608~202808","신규","-","",""
"16451","서울특별시 강서구 등촌동","656-37","0656","0037","한빛어반뉴스토리","월세","27.3100","202606","27","18,700","33","11","2017","공항대로45길 33","202608~202808","신규","-","",""
"16452","서울특별시 강서구 등촌동","685","0685","0000","경동미르웰양천향교2차","월세","29.6800","202606","27","23,400","13","14","2020","강서로56가길 166","202607~202807","갱신","-","25,650","0"
"16453","서울특별시 강서구 등촌동","683-1","0683","0001","뉴스토리오피스텔","전세","17.5200","202606","27","13,700","0","9","2013","강서로56가길 145","202607~202807","갱신","-","13,700","0"
"16454","서울특별시 강서구 등촌동","847","0847","0000","호성스카이오피스텔","전세","26.7900","202606","27","21,000","0","10","2020","양천로 396","202608~202708","갱신","-","21,000","0"
"16455","서울특별시 강서구 등촌동","681-3","0681","0003","효성인텔리안","전세","85.1800","202606","27","43,000","0","4","2005","강서로 426","202607~202807","신규","-","",""
"16456","서울특별시 영등포구 양평동3가","34","0034","0000","양평역 대우미래사랑","월세","77.3700","202606","27","45,000","40","19","2004","선유서로 128","202608~202808","신규","-","",""
"16457","서울특별시 영등포구 당산동4가","37-4","0037","0004","(37-4)","월세","15.2400","202606","27","1,000","65","3","2003","국회대로29길 8","202606~202806","신규","-","",""
"16458","서울특별시 동작구 사당동","212-1","0212","0001","남성오피스텔","월세","15.5100","202606","27","1,000","45","2","2002","사당로 164","202606~202706","신규","-","",""
"16459","서울특별시 동작구 사당동","219-11","0219","0011","(219-11)","월세","21.4600","202606","27","3,000","75","5","2003","사당로 179","202609~202809","신규","-","",""
"16460","서울특별시 관악구 신림동","1421-29","1421","0029","에스케이허브그린","월세","26.6200","202606","27","1,000","70","14","2004","신림로 344","202607~202707","신규","-","",""
"16461","서울특별시 영등포구 영등포동7가","94-13","0094","0013","골든힐","월세","54.5900","202606","27","33,000","10","2","2016","버드나루로11길 5","202608~202808","신규","-","",""
"16462","서울특별시 영등포구 여의도동","525","0525","0000","브라이튼 여의도","전세","29.5600","202606","27","42,525","0","30","2023","국제금융로 39","202608~202708","신규","-","",""
"16463","서울특별시 영등포구 여의도동","525","0525","0000","브라이튼 여의도","전세","29.5600","202606","27","49,000","0","22","2023","국제금융로 39","202609~202808","신규","-","",""
"16464","서울특별시 영등포구 양평동6가","94","0094","0000","선유도역 더블파크 투웨니퍼스트","월세","28.4200","202606","27","3,000","100","5","2020","양평로30길 38","202607~202707","신규","-","",""
"16465","서울특별시 관악구 봉천동","867-12","0867","0012","봉천동 867-12 공동주택 (대호아이피개발주식회사)","전세","24.1600","202606","27","16,000","0","3","2013","남부순환로218길 37","202608~202808","신규","-","",""
"16466","서울특별시 관악구 봉천동","879-12","0879","0012","(879-12)","월세","14.1900","202606","27","1,000","90","8","2003","쑥고개로 101-6","202607~202807","신규","-","",""
"16467","서울특별시 관악구 봉천동","969-51","0969","0051","리더스 오피스텔","월세","17.6000","202606","27","500","65","7","2003","봉천로 265-1","202606~202706","신규","-","",""
"16468","서울특별시 관악구 봉천동","861-7","0861","0007","CO-OP RESIDENCE/서울대입구","월세","17.1900","202606","27","500","60","7","2005","봉천로 472","202606~202706","신규","-","",""
"16469","서울특별시 영등포구 당산동5가","11-32","0011","0032","당산역리버뷰한강","월세","16.7800","202606","27","24,000","11","3","2021","양평로 11","202607~202807","신규","-","",""
