사업장명,소재지도로명주소,소재지지번주소,위도,경도,폐기물분류명,폐기물세부종류명,처리방법내용,전화번호,배출량,신고기준연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
나전요양원,강원특별자치도 정선군 북평면 서동로 2049,강원특별자치도 정선군 북평면 북평리 624-1,37.4501667108,128.6619221975,지정폐기물,,,,0.024,2021,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
나전요양원,강원특별자치도 정선군 북평면 서동로 2049,강원특별자치도 정선군 북평면 북평리 624-1,37.4501667108,128.6619221975,지정폐기물,,,,0.12,2021,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
(주)강원랜드,강원특별자치도 정선군 사북읍 하이원길 265_ 1층,강원특별자치도 정선군 사북읍 사북리 424 강원랜드,37.2118740499,128.8214537296,지정폐기물,,,,0.1,2021,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
근로복지공단 정선병원,강원특별자치도 정선군 정선읍 봉양1길 145,강원특별자치도 정선군 정선읍 봉양리 430,37.3832457391,128.6603132216,지정폐기물,,,,2,2022,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
문래보건진료소,강원특별자치도 정선군 임계면 백두대간로 312_ 문래보건진료소,강원특별자치도 정선군 임계면 문래리 483-11 문래보건진료소,37.4135548447,128.8552947873,지정폐기물,,,,0.024,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
문래보건진료소,강원특별자치도 정선군 임계면 백두대간로 312_ 문래보건진료소,강원특별자치도 정선군 임계면 문래리 483-11 문래보건진료소,37.4135548447,128.8552947873,지정폐기물,,,,0.096,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
도전보건진료소,,강원특별자치도 정선군 임계면 도전리 736-5,37.5043522379,128.9090168157,지정폐기물,,,,0.096,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
도전보건진료소,,강원특별자치도 정선군 임계면 도전리 736-5,37.5043522379,128.9090168157,지정폐기물,,,,0.024,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
구절보건진료소,강원특별자치도 정선군 여량면 구절양지말길 28,강원특별자치도 정선군 여량면 구절리 301-1,37.5190682772,128.7347831071,지정폐기물,,,,0.024,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
구절보건진료소,강원특별자치도 정선군 여량면 구절양지말길 28,강원특별자치도 정선군 여량면 구절리 301-1,37.5190682772,128.7347831071,지정폐기물,,,,0.096,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
남면보건지소,강원특별자치도 정선군 남면 별어곡1길 59,강원특별자치도 정선군 남면 문곡리 329-2,37.266457115,128.7380680752,지정폐기물,,,,0.024,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
남면보건지소,강원특별자치도 정선군 남면 별어곡1길 59,강원특별자치도 정선군 남면 문곡리 329-2,37.266457115,128.7380680752,지정폐기물,,,,0.096,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
임계보건지소,강원특별자치도 정선군 임계면 송계8길 9_ 임계보건지소,강원특별자치도 정선군 임계면 송계리 695 임계보건지소,37.4967387733,128.8514202739,지정폐기물,,,,0.096,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
임계보건지소,강원특별자치도 정선군 임계면 송계8길 9_ 임계보건지소,강원특별자치도 정선군 임계면 송계리 695 임계보건지소,37.4967387733,128.8514202739,지정폐기물,,,,0.024,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
배현철치과의원,대구광역시 중구 큰장로 110 (대신동),,35.86825253,128.577976,의료폐기물,,,,67,2008,대구광역시 중구청,053-661-2725,2026-06-08,3410000,대구광역시 중구
용탄보건진료소,강원특별자치도 정선군 정선읍 가리왕산로 290_ 용탄보건진료소,강원특별자치도 정선군 정선읍 용탄리 691-29 용탄보건진료소,37.3925585271,128.6020420023,지정폐기물,,,,0.024,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
용탄보건진료소,강원특별자치도 정선군 정선읍 가리왕산로 290_ 용탄보건진료소,강원특별자치도 정선군 정선읍 용탄리 691-29 용탄보건진료소,37.3925585271,128.6020420023,지정폐기물,,,,0.096,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
고한사북보건지소,강원특별자치도 정선군 고한읍 물한리길 10_ 정선군보건소고한사북지소,강원특별자치도 정선군 고한읍 고한리 140-5 정선군보건소고한사북지소,37.2109088086,128.8363799198,지정폐기물,,,,0.096,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
고한사북보건지소,강원특별자치도 정선군 고한읍 물한리길 10_ 정선군보건소고한사북지소,강원특별자치도 정선군 고한읍 고한리 140-5 정선군보건소고한사북지소,37.2109088086,128.8363799198,지정폐기물,,,,0.024,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
고한사북보건지소,강원특별자치도 정선군 고한읍 물한리길 10_ 정선군보건소고한사북지소,강원특별자치도 정선군 고한읍 고한리 140-5 정선군보건소고한사북지소,37.2109088086,128.8363799198,지정폐기물,,,,0.24,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
신동보건지소,강원특별자치도 정선군 신동읍 의림로 313_ 신동보건지소,강원특별자치도 정선군 신동읍 예미리 676-2 신동보건지소,37.2197982386,128.6442975319,지정폐기물,,,,0.096,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
신동보건지소,강원특별자치도 정선군 신동읍 의림로 313_ 신동보건지소,강원특별자치도 정선군 신동읍 예미리 676-2 신동보건지소,37.2197982386,128.6442975319,지정폐기물,,,,0.024,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
화암면보건지소,강원특별자치도 정선군 화암면 그림바위길 57_ 화암면 보건지소,강원특별자치도 정선군 화암면 화암리 371-2 화암면 보건지소,37.338946655,128.788667939,지정폐기물,,,,0.096,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
화암면보건지소,강원특별자치도 정선군 화암면 그림바위길 57_ 화암면 보건지소,강원특별자치도 정선군 화암면 화암리 371-2 화암면 보건지소,37.338946655,128.788667939,지정폐기물,,,,0.024,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
광하보건진료소,강원특별자치도 정선군 정선읍 망하길 87_ 광하보건지소,강원특별자치도 정선군 정선읍 광하리 636-1 광하보건지소,37.3553965917,128.6025694233,지정폐기물,,,,0.024,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
광하보건진료소,강원특별자치도 정선군 정선읍 망하길 87_ 광하보건지소,강원특별자치도 정선군 정선읍 광하리 636-1 광하보건지소,37.3553965917,128.6025694233,지정폐기물,,,,0.096,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
조동보건진료소,강원특별자치도 정선군 신동읍 새골길 30_ 신동읍함백출장소,강원특별자치도 정선군 신동읍 조동리 216-1 신동읍함백출장소,37.2178269424,128.6713910019,지정폐기물,,,,0.096,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
조동보건진료소,강원특별자치도 정선군 신동읍 새골길 30_ 신동읍함백출장소,강원특별자치도 정선군 신동읍 조동리 216-1 신동읍함백출장소,37.2178269424,128.6713910019,지정폐기물,,,,0.024,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
고성보건진료소,강원특별자치도 정선군 신동읍 창말길 26_ 고성보건진료소,강원특별자치도 정선군 신동읍 고성리 374 고성보건진료소,37.2462685125,128.6035562896,지정폐기물,,,,0.096,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
고성보건진료소,강원특별자치도 정선군 신동읍 창말길 26_ 고성보건진료소,강원특별자치도 정선군 신동읍 고성리 374 고성보건진료소,37.2462685125,128.6035562896,지정폐기물,,,,0.024,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
증산보건진료소,강원특별자치도 정선군 남면 도원2길 25_ 증산보건진료소,강원특별자치도 정선군 남면 무릉리 630-5 증산보건진료소,37.2469578426,128.7738208078,지정폐기물,,,,0.024,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
증산보건진료소,강원특별자치도 정선군 남면 도원2길 25_ 증산보건진료소,강원특별자치도 정선군 남면 무릉리 630-5 증산보건진료소,37.2469578426,128.7738208078,지정폐기물,,,,0.096,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
광락보건진료소,강원특별자치도 정선군 남면 광락로 46_ 광락보건진료소,강원특별자치도 정선군 남면 낙동리 336-9 광락보건진료소,37.3252437601,128.7116395297,지정폐기물,,,,0.024,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
광락보건진료소,강원특별자치도 정선군 남면 광락로 46_ 광락보건진료소,강원특별자치도 정선군 남면 낙동리 336-9 광락보건진료소,37.3252437601,128.7116395297,지정폐기물,,,,0.096,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
반천보건진료소,강원특별자치도 정선군 임계면 반천고양로 796,강원특별자치도 정선군 임계면 반천리 85-2,37.4676427354,128.7984619294,지정폐기물,,,,0.096,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
반천보건진료소,강원특별자치도 정선군 임계면 반천고양로 796,강원특별자치도 정선군 임계면 반천리 85-2,37.4676427354,128.7984619294,지정폐기물,,,,0.024,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
여량면보건지소,강원특별자치도 정선군 여량면 서동로 2885_ 여량면사무소,강원특별자치도 정선군 여량면 여량리 305-3 여량면사무소,37.4708282362,128.7207741765,지정폐기물,,,,0.096,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
여량면보건지소,강원특별자치도 정선군 여량면 서동로 2885_ 여량면사무소,강원특별자치도 정선군 여량면 여량리 305-3 여량면사무소,37.4708282362,128.7207741765,지정폐기물,,,,0.024,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
호촌보건진료소,강원특별자치도 정선군 화암면 풍촌1길 12-6_ 호촌보건진료소,강원특별자치도 정선군 화암면 호촌리 510-3 호촌보건진료소,37.3076323315,128.8255848722,지정폐기물,,,,0.024,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
호촌보건진료소,강원특별자치도 정선군 화암면 풍촌1길 12-6_ 호촌보건진료소,강원특별자치도 정선군 화암면 호촌리 510-3 호촌보건진료소,37.3076323315,128.8255848722,지정폐기물,,,,0.096,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
북평보건지소,강원특별자치도 정선군 북평면 북평6길 34_ 북평면보건지소,강원특별자치도 정선군 북평면 북평리 221-3 북평면보건지소,37.4488911078,128.6704828795,지정폐기물,,,,0.096,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
북평보건지소,강원특별자치도 정선군 북평면 북평6길 34_ 북평면보건지소,강원특별자치도 정선군 북평면 북평리 221-3 북평면보건지소,37.4488911078,128.6704828795,지정폐기물,,,,0.024,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
정선군청(건설과),강원특별자치도 정선군 정선읍 봉양3길 21_ 정선군청,강원특별자치도 정선군 정선읍 봉양리 267 정선군청,37.3806405115,128.6608218373,지정폐기물,,,,0.01,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
정선군청(건설과),강원특별자치도 정선군 정선읍 봉양3길 21_ 정선군청,강원특별자치도 정선군 정선읍 봉양리 267 정선군청,37.3806405115,128.6608218373,지정폐기물,,,,2.85,2023,강원특별자치도 정선군,033-560-2336,2026-06-26,4291000,강원특별자치도 정선군
